Date,NSE500TRI
16-Oct-2003,1483.63
17-Oct-2003,1494.21
20-Oct-2003,1464.46
21-Oct-2003,1431.15
22-Oct-2003,1414.29
23-Oct-2003,1397.79
24-Oct-2003,1427.45
25-Oct-2003,1449.84
27-Oct-2003,1419.07
28-Oct-2003,1411.39
29-Oct-2003,1420.91
30-Oct-2003,1434.29
31-Oct-2003,1473.54
03-Nov-2003,1503.17
04-Nov-2003,1521.19
05-Nov-2003,1523.62
06-Nov-2003,1533.85
07-Nov-2003,1523.76
10-Nov-2003,1536.83
11-Nov-2003,1549.85
12-Nov-2003,1556.26
13-Nov-2003,1527.42
14-Nov-2003,1496.27
15-Nov-2003,1509.09
17-Nov-2003,1526.95
18-Nov-2003,1515.13
19-Nov-2003,1492.64
20-Nov-2003,1472.58
21-Nov-2003,1479.93
24-Nov-2003,1489.93
25-Nov-2003,1513.42
27-Nov-2003,1536.47
28-Nov-2003,1555.41
01-Dec-2003,1589.08
02-Dec-2003,1591.56
03-Dec-2003,1608.93
04-Dec-2003,1619.4
05-Dec-2003,1595.99
08-Dec-2003,1605.85
09-Dec-2003,1640.95
10-Dec-2003,1652.44
11-Dec-2003,1667.05
12-Dec-2003,1672.22
15-Dec-2003,1690.95
16-Dec-2003,1693.8
17-Dec-2003,1695
18-Dec-2003,1728.78
19-Dec-2003,1755.45
22-Dec-2003,1775.74
23-Dec-2003,1763.81
24-Dec-2003,1785.72
26-Dec-2003,1811.57
29-Dec-2003,1847.27
30-Dec-2003,1846.99
31-Dec-2003,1854.38
01-Jan-2004,1893.9
02-Jan-2004,1950.09
05-Jan-2004,1958.45
06-Jan-2004,1923.56
07-Jan-2004,1914.17
08-Jan-2004,1979.06
09-Jan-2004,1975.91
12-Jan-2004,1945.32
13-Jan-2004,1949.99
14-Jan-2004,1965.16
15-Jan-2004,1936.18
16-Jan-2004,1885.09
19-Jan-2004,1911.58
20-Jan-2004,1874.97
21-Jan-2004,1777.27
22-Jan-2004,1726.67
23-Jan-2004,1812.05
27-Jan-2004,1876.62
28-Jan-2004,1830.61
29-Jan-2004,1814.33
30-Jan-2004,1770.46
03-Feb-2004,1705.55
04-Feb-2004,1755.99
05-Feb-2004,1746.52
06-Feb-2004,1782.33
09-Feb-2004,1824.56
10-Feb-2004,1824.93
11-Feb-2004,1838.17
12-Feb-2004,1837.34
13-Feb-2004,1864.02
16-Feb-2004,1866.39
17-Feb-2004,1868.58
18-Feb-2004,1876.3
19-Feb-2004,1825.02
20-Feb-2004,1816.93
23-Feb-2004,1771.16
24-Feb-2004,1776.27
25-Feb-2004,1739.44
26-Feb-2004,1726.16
27-Feb-2004,1754.06
01-Mar-2004,1804.4
03-Mar-2004,1808.59
04-Mar-2004,1799.29
05-Mar-2004,1831.75
08-Mar-2004,1867.01
09-Mar-2004,1846.4
10-Mar-2004,1829.14
11-Mar-2004,1795.4
12-Mar-2004,1793.76
15-Mar-2004,1745.56
16-Mar-2004,1738.02
17-Mar-2004,1747.27
18-Mar-2004,1720.01
19-Mar-2004,1725.18
22-Mar-2004,1681.84
23-Mar-2004,1682.51
24-Mar-2004,1683.09
25-Mar-2004,1697.7
26-Mar-2004,1736.43
29-Mar-2004,1754.51
30-Mar-2004,1752.45
31-Mar-2004,1772.28
01-Apr-2004,1813.26
02-Apr-2004,1839.97
05-Apr-2004,1853.29
06-Apr-2004,1844.66
07-Apr-2004,1843.5
08-Apr-2004,1861.91
12-Apr-2004,1856.64
13-Apr-2004,1893.91
15-Apr-2004,1890.88
16-Apr-2004,1900.82
17-Apr-2004,1905.76
19-Apr-2004,1876.58
20-Apr-2004,1874.88
21-Apr-2004,1906.48
22-Apr-2004,1928.81
23-Apr-2004,1932.92
27-Apr-2004,1850.34
28-Apr-2004,1847.12
29-Apr-2004,1846.28
30-Apr-2004,1833.75
03-May-2004,1799.88
04-May-2004,1833.39
05-May-2004,1850.18
06-May-2004,1879.01
07-May-2004,1853.48
10-May-2004,1818.36
11-May-2004,1736.97
12-May-2004,1750.73
13-May-2004,1748.79
14-May-2004,1595.79
17-May-2004,1402.88
18-May-2004,1515.08
19-May-2004,1592.52
20-May-2004,1578.34
21-May-2004,1587.57
24-May-2004,1630.8
25-May-2004,1628.23
26-May-2004,1629.13
27-May-2004,1613.31
28-May-2004,1534.5
31-May-2004,1496.98
01-Jun-2004,1523.69
02-Jun-2004,1551.01
03-Jun-2004,1515.32
04-Jun-2004,1536.62
07-Jun-2004,1557.03
08-Jun-2004,1565.88
09-Jun-2004,1569.48
10-Jun-2004,1569.29
11-Jun-2004,1535.53
14-Jun-2004,1502.49
15-Jun-2004,1521.22
16-Jun-2004,1515.87
17-Jun-2004,1529.09
18-Jun-2004,1511.44
21-Jun-2004,1499.89
22-Jun-2004,1490.41
23-Jun-2004,1458.05
24-Jun-2004,1475.91
25-Jun-2004,1499.25
28-Jun-2004,1530.69
29-Jun-2004,1537.21
30-Jun-2004,1528.15
01-Jul-2004,1556.16
02-Jul-2004,1557.17
05-Jul-2004,1545.03
06-Jul-2004,1570.68
07-Jul-2004,1578.8
08-Jul-2004,1528.69
09-Jul-2004,1560.6
12-Jul-2004,1568.72
13-Jul-2004,1554.2
14-Jul-2004,1542.14
15-Jul-2004,1562.47
16-Jul-2004,1587.34
19-Jul-2004,1601.83
20-Jul-2004,1595.82
21-Jul-2004,1611.19
22-Jul-2004,1628.95
23-Jul-2004,1632.95
26-Jul-2004,1649.29
27-Jul-2004,1630.18
28-Jul-2004,1623.24
29-Jul-2004,1648.3
30-Jul-2004,1661.37
02-Aug-2004,1672.07
03-Aug-2004,1664.83
04-Aug-2004,1664.28
05-Aug-2004,1693.17
06-Aug-2004,1672.02
09-Aug-2004,1679.1
10-Aug-2004,1688.07
11-Aug-2004,1656.81
12-Aug-2004,1642.62
13-Aug-2004,1640.69
16-Aug-2004,1638.34
17-Aug-2004,1645.81
18-Aug-2004,1627.96
19-Aug-2004,1651.22
20-Aug-2004,1635.52
23-Aug-2004,1623.15
24-Aug-2004,1637.61
25-Aug-2004,1643.78
26-Aug-2004,1663.62
27-Aug-2004,1670.05
30-Aug-2004,1694.61
31-Aug-2004,1699.7
01-Sep-2004,1707.6
02-Sep-2004,1704.09
03-Sep-2004,1711.27
06-Sep-2004,1725.19
07-Sep-2004,1733.12
08-Sep-2004,1741.29
09-Sep-2004,1730.27
10-Sep-2004,1748.11
13-Sep-2004,1755.08
14-Sep-2004,1762.57
15-Sep-2004,1759.37
16-Sep-2004,1783.27
17-Sep-2004,1807.1
20-Sep-2004,1804.35
21-Sep-2004,1825.04
22-Sep-2004,1833.33
23-Sep-2004,1808.75
24-Sep-2004,1809.62
27-Sep-2004,1807.76
28-Sep-2004,1791.53
29-Sep-2004,1816.12
30-Sep-2004,1831.8
01-Oct-2004,1856.01
04-Oct-2004,1883.45
05-Oct-2004,1894.68
06-Oct-2004,1879.93
07-Oct-2004,1895.73
08-Oct-2004,1900.88
09-Oct-2004,1904.16
11-Oct-2004,1890.04
12-Oct-2004,1861.86
14-Oct-2004,1868.18
15-Oct-2004,1868.73
18-Oct-2004,1860.28
19-Oct-2004,1881.22
20-Oct-2004,1864.22
21-Oct-2004,1855.62
25-Oct-2004,1827.07
26-Oct-2004,1847.78
27-Oct-2004,1856.76
28-Oct-2004,1872.25
29-Oct-2004,1861.39
01-Nov-2004,1872.08
02-Nov-2004,1891.33
03-Nov-2004,1917.69
04-Nov-2004,1919.07
05-Nov-2004,1937.11
08-Nov-2004,1944.93
09-Nov-2004,1938.34
10-Nov-2004,1958.43
11-Nov-2004,1952.34
12-Nov-2004,1958.04
16-Nov-2004,1965.07
17-Nov-2004,1980.51
18-Nov-2004,1988.74
19-Nov-2004,1967.36
22-Nov-2004,1970.83
23-Nov-2004,1994.21
24-Nov-2004,2006.61
25-Nov-2004,2005.5
29-Nov-2004,2041.61
30-Nov-2004,2049.99
01-Dec-2004,2056.9
02-Dec-2004,2100.46
03-Dec-2004,2099.4
06-Dec-2004,2098.01
07-Dec-2004,2098.99
08-Dec-2004,2088.59
09-Dec-2004,2101.8
10-Dec-2004,2084.91
13-Dec-2004,2102.46
14-Dec-2004,2127.73
15-Dec-2004,2146.02
16-Dec-2004,2154.15
17-Dec-2004,2140.45
20-Dec-2004,2160.55
21-Dec-2004,2181.14
22-Dec-2004,2169.54
23-Dec-2004,2183.68
24-Dec-2004,2201.35
27-Dec-2004,2207.02
28-Dec-2004,2230.84
29-Dec-2004,2226.99
30-Dec-2004,2215.55
31-Dec-2004,2245.16
03-Jan-2005,2282.29
04-Jan-2005,2277.99
05-Jan-2005,2200.87
06-Jan-2005,2165.93
07-Jan-2005,2187.04
10-Jan-2005,2162.6
11-Jan-2005,2122.17
12-Jan-2005,2067.58
13-Jan-2005,2115.29
14-Jan-2005,2094.39
17-Jan-2005,2089.73
18-Jan-2005,2094.7
19-Jan-2005,2085.01
20-Jan-2005,2075.49
24-Jan-2005,2057.45
25-Jan-2005,2080.87
27-Jan-2005,2106.1
28-Jan-2005,2155.78
31-Jan-2005,2200.96
01-Feb-2005,2209.55
02-Feb-2005,2210.71
03-Feb-2005,2240.72
04-Feb-2005,2238.83
07-Feb-2005,2224.71
08-Feb-2005,2227.57
09-Feb-2005,2247.96
10-Feb-2005,2245.3
11-Feb-2005,2263.58
14-Feb-2005,2277.5
15-Feb-2005,2265.55
16-Feb-2005,2246.29
17-Feb-2005,2238.59
18-Feb-2005,2234.81
21-Feb-2005,2219.58
22-Feb-2005,2234.17
23-Feb-2005,2236.35
24-Feb-2005,2235.85
25-Feb-2005,2238.15
28-Feb-2005,2277
01-Mar-2005,2257.69
02-Mar-2005,2274.43
03-Mar-2005,2310.58
04-Mar-2005,2332.57
07-Mar-2005,2347.11
08-Mar-2005,2359.07
09-Mar-2005,2344.87
10-Mar-2005,2353.84
11-Mar-2005,2343.76
14-Mar-2005,2332.49
15-Mar-2005,2318.54
16-Mar-2005,2317.68
17-Mar-2005,2288.14
18-Mar-2005,2291.17
21-Mar-2005,2279.89
22-Mar-2005,2235.03
23-Mar-2005,2191.69
24-Mar-2005,2179.35
28-Mar-2005,2196.8
29-Mar-2005,2149.5
30-Mar-2005,2165.54
31-Mar-2005,2209.66
01-Apr-2005,2250.1
04-Apr-2005,2248.54
05-Apr-2005,2234.83
06-Apr-2005,2252.22
07-Apr-2005,2241.5
08-Apr-2005,2222.69
11-Apr-2005,2199.1
12-Apr-2005,2216.44
13-Apr-2005,2217.96
15-Apr-2005,2152.41
18-Apr-2005,2127.1
19-Apr-2005,2111.02
20-Apr-2005,2127.8
21-Apr-2005,2152.91
22-Apr-2005,2171.6
25-Apr-2005,2179.38
26-Apr-2005,2169.78
27-Apr-2005,2147.9
28-Apr-2005,2141.81
29-Apr-2005,2105.26
02-May-2005,2113.52
03-May-2005,2117.46
04-May-2005,2141.59
05-May-2005,2166.65
06-May-2005,2180.3
09-May-2005,2206.7
10-May-2005,2201.97
11-May-2005,2195.12
12-May-2005,2207.6
13-May-2005,2206.9
16-May-2005,2228.98
17-May-2005,2204.52
18-May-2005,2198.64
19-May-2005,2209.9
20-May-2005,2210.99
23-May-2005,2232.02
24-May-2005,2244.27
25-May-2005,2257.45
26-May-2005,2274.88
27-May-2005,2278
30-May-2005,2271.33
31-May-2005,2290.91
01-Jun-2005,2295.78
02-Jun-2005,2274.65
03-Jun-2005,2301.65
04-Jun-2005,2303.9
06-Jun-2005,2309.4
07-Jun-2005,2320.82
08-Jun-2005,2334.33
09-Jun-2005,2327.97
10-Jun-2005,2314.14
13-Jun-2005,2323.2
14-Jun-2005,2329.38
15-Jun-2005,2343.97
16-Jun-2005,2329.43
17-Jun-2005,2320.2
20-Jun-2005,2329.03
21-Jun-2005,2348.86
22-Jun-2005,2363.39
23-Jun-2005,2366.38
24-Jun-2005,2379.59
27-Jun-2005,2382.04
28-Jun-2005,2347.63
29-Jun-2005,2371.99
30-Jun-2005,2388.84
01-Jul-2005,2396.55
04-Jul-2005,2422.86
05-Jul-2005,2403.67
06-Jul-2005,2430.81
07-Jul-2005,2385.74
08-Jul-2005,2412.72
11-Jul-2005,2438.77
12-Jul-2005,2443.49
13-Jul-2005,2436.5
14-Jul-2005,2425.38
15-Jul-2005,2452.58
18-Jul-2005,2480.99
19-Jul-2005,2487.97
20-Jul-2005,2497.99
21-Jul-2005,2485.26
22-Jul-2005,2520.44
25-Jul-2005,2546.25
26-Jul-2005,2547.56
27-Jul-2005,2559.58
29-Jul-2005,2546.08
01-Aug-2005,2561.41
02-Aug-2005,2603.99
03-Aug-2005,2603.84
04-Aug-2005,2617.79
05-Aug-2005,2620.78
08-Aug-2005,2583.15
09-Aug-2005,2577.63
10-Aug-2005,2622.24
11-Aug-2005,2645.13
12-Aug-2005,2633.15
16-Aug-2005,2646.32
17-Aug-2005,2679.1
18-Aug-2005,2666.35
19-Aug-2005,2663.23
22-Aug-2005,2647.93
23-Aug-2005,2600.11
24-Aug-2005,2587.72
25-Aug-2005,2617.94
26-Aug-2005,2636.26
29-Aug-2005,2621.28
30-Aug-2005,2656.07
31-Aug-2005,2676.23
01-Sep-2005,2702.08
02-Sep-2005,2711.94
05-Sep-2005,2720.53
06-Sep-2005,2725.48
08-Sep-2005,2751.41
09-Sep-2005,2751.04
12-Sep-2005,2784.58
13-Sep-2005,2803.73
14-Sep-2005,2793.11
15-Sep-2005,2825.08
16-Sep-2005,2852.48
19-Sep-2005,2873.96
20-Sep-2005,2878.42
21-Sep-2005,2855.45
22-Sep-2005,2737.84
23-Sep-2005,2747.57
26-Sep-2005,2836.96
27-Sep-2005,2854.58
28-Sep-2005,2881.12
29-Sep-2005,2882.99
30-Sep-2005,2873.2
03-Oct-2005,2905.36
04-Oct-2005,2941.11
05-Oct-2005,2922.79
06-Oct-2005,2868.21
07-Oct-2005,2860.69
10-Oct-2005,2847.42
11-Oct-2005,2860.56
13-Oct-2005,2812.87
14-Oct-2005,2755.76
17-Oct-2005,2745.34
18-Oct-2005,2726.97
19-Oct-2005,2660.94
20-Oct-2005,2635.15
21-Oct-2005,2678.49
24-Oct-2005,2643.87
25-Oct-2005,2664.66
26-Oct-2005,2651.69
27-Oct-2005,2593.44
28-Oct-2005,2555.72
31-Oct-2005,2614.16
01-Nov-2005,2635.46
02-Nov-2005,2663.02
07-Nov-2005,2707.98
08-Nov-2005,2747.25
09-Nov-2005,2739.17
10-Nov-2005,2752.83
11-Nov-2005,2807.21
14-Nov-2005,2816
16-Nov-2005,2838.89
17-Nov-2005,2856.97
18-Nov-2005,2869.08
21-Nov-2005,2851.69
22-Nov-2005,2824.77
23-Nov-2005,2852.08
24-Nov-2005,2876.36
25-Nov-2005,2909.23
26-Nov-2005,2936.1
28-Nov-2005,2967.59
29-Nov-2005,2955.02
30-Nov-2005,2916.26
01-Dec-2005,2961.97
02-Dec-2005,2965.58
05-Dec-2005,2933.39
06-Dec-2005,2932
07-Dec-2005,2958.94
08-Dec-2005,2973.1
09-Dec-2005,3017.29
12-Dec-2005,3038.37
13-Dec-2005,3070.53
14-Dec-2005,3067.75
15-Dec-2005,3036.83
16-Dec-2005,3067.44
19-Dec-2005,3101.91
20-Dec-2005,3094.58
21-Dec-2005,3092.88
22-Dec-2005,3104.24
23-Dec-2005,3068.54
26-Dec-2005,3006.75
27-Dec-2005,3071.8
28-Dec-2005,3068.51
29-Dec-2005,3091.63
30-Dec-2005,3115.58
02-Jan-2006,3121.98
03-Jan-2006,3170.5
04-Jan-2006,3195.98
05-Jan-2006,3199.59
06-Jan-2006,3214.72
09-Jan-2006,3218.65
10-Jan-2006,3182.72
12-Jan-2006,3170.06
13-Jan-2006,3170.95
16-Jan-2006,3150.65
17-Jan-2006,3134.81
18-Jan-2006,3112.33
19-Jan-2006,3176.4
20-Jan-2006,3205.32
23-Jan-2006,3190.93
24-Jan-2006,3209.81
25-Jan-2006,3230.44
27-Jan-2006,3279.77
30-Jan-2006,3257.82
31-Jan-2006,3277.85
01-Feb-2006,3246.51
02-Feb-2006,3245.39
03-Feb-2006,3233.57
06-Feb-2006,3282.34
07-Feb-2006,3303.63
08-Feb-2006,3301.01
10-Feb-2006,3324.04
13-Feb-2006,3343.58
14-Feb-2006,3322.58
15-Feb-2006,3331.3
16-Feb-2006,3338.15
17-Feb-2006,3291.6
20-Feb-2006,3298.98
21-Feb-2006,3326.52
22-Feb-2006,3345.82
23-Feb-2006,3351.28
24-Feb-2006,3357.37
27-Feb-2006,3377.37
28-Feb-2006,3375.15
01-Mar-2006,3425.48
02-Mar-2006,3455.24
03-Mar-2006,3458.12
06-Mar-2006,3504.83
07-Mar-2006,3512.64
08-Mar-2006,3446.37
09-Mar-2006,3461.63
10-Mar-2006,3511.27
13-Mar-2006,3529.35
14-Mar-2006,3518.11
16-Mar-2006,3541.28
17-Mar-2006,3542.22
20-Mar-2006,3570.73
21-Mar-2006,3566.8
22-Mar-2006,3541.58
23-Mar-2006,3551.23
24-Mar-2006,3582.87
27-Mar-2006,3621.28
28-Mar-2006,3611.72
29-Mar-2006,3637.66
30-Mar-2006,3684.33
31-Mar-2006,3696.06
03-Apr-2006,3777.03
04-Apr-2006,3801.04
05-Apr-2006,3838.27
07-Apr-2006,3781.41
10-Apr-2006,3802.82
12-Apr-2006,3713.93
13-Apr-2006,3663.37
17-Apr-2006,3738.94
18-Apr-2006,3817.63
19-Apr-2006,3832.62
20-Apr-2006,3858.84
21-Apr-2006,3854.35
24-Apr-2006,3841.84
25-Apr-2006,3760
26-Apr-2006,3851.37
27-Apr-2006,3817.35
28-Apr-2006,3829.3
29-Apr-2006,3893.58
02-May-2006,3939.32
03-May-2006,3969.17
04-May-2006,3980.84
05-May-2006,3993.51
08-May-2006,4019.11
09-May-2006,4038.87
10-May-2006,4077.05
11-May-2006,4026.49
12-May-2006,3980.69
15-May-2006,3822.48
16-May-2006,3827.86
17-May-2006,3939.64
18-May-2006,3671.98
19-May-2006,3517.85
22-May-2006,3319
23-May-2006,3447.44
24-May-2006,3384.26
25-May-2006,3413.89
26-May-2006,3468.13
29-May-2006,3482.25
30-May-2006,3462.24
31-May-2006,3352.19
01-Jun-2006,3243.78
02-Jun-2006,3329.57
05-Jun-2006,3258.04
06-Jun-2006,3165.45
07-Jun-2006,3035.82
08-Jun-2006,2862.87
09-Jun-2006,3025.19
12-Jun-2006,2941.81
13-Jun-2006,2802.68
14-Jun-2006,2755.45
15-Jun-2006,2928.52
16-Jun-2006,3039.67
19-Jun-2006,3082.13
20-Jun-2006,3044.16
21-Jun-2006,3113.27
22-Jun-2006,3190.74
23-Jun-2006,3224.53
25-Jun-2006,3237.78
26-Jun-2006,3112.04
27-Jun-2006,3131.75
28-Jun-2006,3126.9
29-Jun-2006,3143.12
30-Jun-2006,3270.48
03-Jul-2006,3289.27
04-Jul-2006,3285.56
05-Jul-2006,3340.15
06-Jul-2006,3309.52
07-Jul-2006,3236.51
10-Jul-2006,3288.6
11-Jul-2006,3270.7
12-Jul-2006,3331.22
13-Jul-2006,3311
14-Jul-2006,3272.5
17-Jul-2006,3159.2
18-Jul-2006,3132.06
19-Jul-2006,3058.7
20-Jul-2006,3139.7
21-Jul-2006,3058.36
24-Jul-2006,3082.48
25-Jul-2006,3148.46
26-Jul-2006,3217.64
27-Jul-2006,3259.74
28-Jul-2006,3255.69
31-Jul-2006,3277.37
01-Aug-2006,3273.66
02-Aug-2006,3315.95
03-Aug-2006,3326.98
04-Aug-2006,3310.58
07-Aug-2006,3295.44
08-Aug-2006,3352.52
09-Aug-2006,3398.74
10-Aug-2006,3422.07
11-Aug-2006,3446.24
14-Aug-2006,3495.2
16-Aug-2006,3544.6
17-Aug-2006,3534.5
18-Aug-2006,3544.04
21-Aug-2006,3560.08
22-Aug-2006,3554.91
23-Aug-2006,3522.69
24-Aug-2006,3555.55
25-Aug-2006,3578.15
28-Aug-2006,3595
29-Aug-2006,3620.11
30-Aug-2006,3620.37
31-Aug-2006,3597.38
01-Sep-2006,3623.73
04-Sep-2006,3672.03
05-Sep-2006,3679.66
06-Sep-2006,3697.86
07-Sep-2006,3678.89
08-Sep-2006,3702.13
11-Sep-2006,3587.27
12-Sep-2006,3620.21
13-Sep-2006,3694.34
14-Sep-2006,3715.96
15-Sep-2006,3721.3
18-Sep-2006,3737.88
19-Sep-2006,3696.06
20-Sep-2006,3736.26
21-Sep-2006,3781.22
22-Sep-2006,3768.13
25-Sep-2006,3749.34
26-Sep-2006,3789.15
27-Sep-2006,3805.35
28-Sep-2006,3808.06
29-Sep-2006,3837.28
03-Oct-2006,3833.1
04-Oct-2006,3786.62
05-Oct-2006,3843.83
06-Oct-2006,3855.78
09-Oct-2006,3857.2
10-Oct-2006,3862.08
11-Oct-2006,3836.21
12-Oct-2006,3894.25
13-Oct-2006,3935.73
16-Oct-2006,3968.31
17-Oct-2006,3952.38
18-Oct-2006,3950.07
19-Oct-2006,3918.74
20-Oct-2006,3926.34
21-Oct-2006,3942.85
23-Oct-2006,3915.19
26-Oct-2006,3936.29
27-Oct-2006,3996.49
30-Oct-2006,4021.35
31-Oct-2006,4000.73
01-Nov-2006,4021.16
02-Nov-2006,4047.25
03-Nov-2006,4061.59
06-Nov-2006,4076.67
07-Nov-2006,4068.97
08-Nov-2006,4036.02
09-Nov-2006,4055.2
10-Nov-2006,4094.4
13-Nov-2006,4131.29
14-Nov-2006,4133.18
15-Nov-2006,4144.59
16-Nov-2006,4146.15
17-Nov-2006,4112.47
20-Nov-2006,4100.53
21-Nov-2006,4169.08
22-Nov-2006,4206.21
23-Nov-2006,4211.1
24-Nov-2006,4228.64
27-Nov-2006,4249.9
28-Nov-2006,4198.05
29-Nov-2006,4207.66
30-Nov-2006,4215.13
01-Dec-2006,4264.54
04-Dec-2006,4281.23
05-Dec-2006,4290.87
06-Dec-2006,4274.39
07-Dec-2006,4279.79
08-Dec-2006,4235.35
11-Dec-2006,4106.38
12-Dec-2006,3947.74
13-Dec-2006,4020.93
14-Dec-2006,4115.91
15-Dec-2006,4158.13
18-Dec-2006,4180.36
19-Dec-2006,4087.06
20-Dec-2006,4067.76
21-Dec-2006,4082.93
22-Dec-2006,4124.21
26-Dec-2006,4192.77
27-Dec-2006,4234.64
28-Dec-2006,4233.81
29-Dec-2006,4242.18
02-Jan-2007,4278.38
03-Jan-2007,4303.61
04-Jan-2007,4284.57
05-Jan-2007,4281.23
08-Jan-2007,4231.8
09-Jan-2007,4202.45
10-Jan-2007,4138.72
11-Jan-2007,4228.56
12-Jan-2007,4328.73
15-Jan-2007,4358.76
16-Jan-2007,4360.06
17-Jan-2007,4373.26
18-Jan-2007,4397.4
19-Jan-2007,4374.92
22-Jan-2007,4385.95
23-Jan-2007,4337.87
24-Jan-2007,4364.07
25-Jan-2007,4419.32
29-Jan-2007,4410.17
31-Jan-2007,4369.84
01-Feb-2007,4420.94
02-Feb-2007,4462.46
05-Feb-2007,4486.3
06-Feb-2007,4478.24
07-Feb-2007,4504.15
08-Feb-2007,4502.29
09-Feb-2007,4451.56
12-Feb-2007,4303.45
13-Feb-2007,4286.03
14-Feb-2007,4284.03
15-Feb-2007,4388.4
19-Feb-2007,4402.86
20-Feb-2007,4349.61
21-Feb-2007,4339.14
22-Feb-2007,4284.17
23-Feb-2007,4180.11
26-Feb-2007,4183.98
27-Feb-2007,4156.96
28-Feb-2007,4007.34
01-Mar-2007,4058.6
02-Mar-2007,3986.07
05-Mar-2007,3814.05
06-Mar-2007,3872.21
07-Mar-2007,3827.8
08-Mar-2007,3962.1
09-Mar-2007,3930.96
12-Mar-2007,3954.37
13-Mar-2007,4001.44
14-Mar-2007,3882.67
15-Mar-2007,3895.45
16-Mar-2007,3862.45
19-Mar-2007,3925.94
20-Mar-2007,3952.93
21-Mar-2007,4006.9
22-Mar-2007,4100.88
23-Mar-2007,4093.85
26-Mar-2007,4060.3
28-Mar-2007,4001.25
29-Mar-2007,4028.01
30-Mar-2007,4065.63
02-Apr-2007,3889.07
03-Apr-2007,3938.44
04-Apr-2007,3985.31
05-Apr-2007,4008.88
09-Apr-2007,4101.65
10-Apr-2007,4116.07
11-Apr-2007,4131.26
12-Apr-2007,4102.63
13-Apr-2007,4180.98
16-Apr-2007,4270.12
17-Apr-2007,4242.9
18-Apr-2007,4272.98
19-Apr-2007,4260.32
20-Apr-2007,4336.64
23-Apr-2007,4335.59
24-Apr-2007,4389.98
25-Apr-2007,4418.18
26-Apr-2007,4425.83
27-Apr-2007,4349.66
30-Apr-2007,4369.88
03-May-2007,4434.79
04-May-2007,4410.41
07-May-2007,4398.86
08-May-2007,4359.3
09-May-2007,4369.6
10-May-2007,4357.44
11-May-2007,4369.28
14-May-2007,4428.39
15-May-2007,4425.61
16-May-2007,4482.77
17-May-2007,4536.78
18-May-2007,4531.67
21-May-2007,4575.13
22-May-2007,4592.02
23-May-2007,4558.13
24-May-2007,4529.61
25-May-2007,4563.66
28-May-2007,4586.44
29-May-2007,4620
30-May-2007,4571.07
31-May-2007,4609.83
01-Jun-2007,4625.49
04-Jun-2007,4602.28
05-Jun-2007,4620.71
06-Jun-2007,4532.35
07-Jun-2007,4513.95
08-Jun-2007,4475.42
11-Jun-2007,4476.57
12-Jun-2007,4471.84
13-Jun-2007,4441.08
14-Jun-2007,4511.87
15-Jun-2007,4517.73
18-Jun-2007,4494.08
19-Jun-2007,4560.81
20-Jun-2007,4606.65
21-Jun-2007,4633.58
22-Jun-2007,4627.77
25-Jun-2007,4631.59
26-Jun-2007,4657.5
27-Jun-2007,4633.92
28-Jun-2007,4648.36
29-Jun-2007,4700.21
02-Jul-2007,4707.8
03-Jul-2007,4753.25
04-Jul-2007,4756.76
05-Jul-2007,4735.24
06-Jul-2007,4761.75
09-Jul-2007,4802.13
10-Jul-2007,4789.19
11-Jul-2007,4786.43
12-Jul-2007,4856.25
13-Jul-2007,4903.68
16-Jul-2007,4919.48
17-Jul-2007,4899.47
18-Jul-2007,4898.09
19-Jul-2007,4952.31
20-Jul-2007,4956.32
23-Jul-2007,5009.3
24-Jul-2007,5004.44
25-Jul-2007,4968.76
26-Jul-2007,4995.12
27-Jul-2007,4817.23
30-Jul-2007,4815.79
31-Jul-2007,4911.2
01-Aug-2007,4710.2
02-Aug-2007,4728.64
03-Aug-2007,4788.28
06-Aug-2007,4725.46
07-Aug-2007,4753.09
08-Aug-2007,4856.71
09-Aug-2007,4784.92
10-Aug-2007,4713.02
13-Aug-2007,4753.61
14-Aug-2007,4755.13
16-Aug-2007,4554.64
17-Aug-2007,4479.03
20-Aug-2007,4573.29
21-Aug-2007,4424.24
22-Aug-2007,4483.74
23-Aug-2007,4445.97
24-Aug-2007,4520.86
27-Aug-2007,4646.78
28-Aug-2007,4677.77
29-Aug-2007,4711.49
30-Aug-2007,4753.21
31-Aug-2007,4824.49
03-Sep-2007,4869.6
04-Sep-2007,4881.52
05-Sep-2007,4881.7
06-Sep-2007,4927.13
07-Sep-2007,4918.08
10-Sep-2007,4930.58
11-Sep-2007,4930.6
12-Sep-2007,4932.87
13-Sep-2007,4976.14
14-Sep-2007,4948.09
17-Sep-2007,4938.26
18-Sep-2007,4992.36
19-Sep-2007,5160.29
20-Sep-2007,5192.01
21-Sep-2007,5255.4
24-Sep-2007,5343.93
25-Sep-2007,5352.47
26-Sep-2007,5367.32
27-Sep-2007,5403.48
28-Sep-2007,5453.48
01-Oct-2007,5517.62
03-Oct-2007,5634.41
04-Oct-2007,5644.5
05-Oct-2007,5600.88
08-Oct-2007,5462.22
09-Oct-2007,5689.36
10-Oct-2007,5799.83
11-Oct-2007,5890.03
12-Oct-2007,5795.77
15-Oct-2007,6016.65
16-Oct-2007,6033.58
17-Oct-2007,5900.32
18-Oct-2007,5693.93
19-Oct-2007,5534.57
22-Oct-2007,5519.19
23-Oct-2007,5815.48
